dataset,strategy,prune_layer,prune_ratio,sample_index,prefill_ms_mean,prefill_ms_p50,prefill_ms_p95,peak_allocated_bytes,peak_reserved_bytes,kv_cache_bytes_est,attn_total_ms,qk_ms,softmax_ms,av_ms,theoretical_speedup_prefill,notes
mme,tail_masking_attn_score,2,0.5,0,79.253618,77.875282,85.233484,14748985856,14864613376,334495744,2.473088,5.037792,2.690016,2.53968,1.0315420560747663,anchor_trace
mme,tail_masking_attn_score,2,0.6,0,79.022353,78.153023,84.261134,14748985856,14864613376,334495744,1.977397,,,,1.038022115278645,
mme,tail_masking_attn_score,2,0.7,0,80.447567,79.56728,85.095031,14748985856,14864613376,334495744,2.677891,,,,1.0446999667245904,
mme,tail_masking_attn_score,3,0.2,0,77.877205,77.638577,80.237728,14748659200,14812184576,334495744,2.703979,,,,1.0119437729429672,
mme,tail_masking_attn_score,3,0.3,0,94.086182,78.861923,104.527643,14748659200,14812184576,334495744,3.303797,,,,1.0179701122591616,
mme,tail_masking_attn_score,3,0.4,0,78.746951,77.537933,81.194712,14748659200,14812184576,334495744,2.737926,,,,1.0241763021494075,
mme,tail_masking_attn_score,3,0.5,0,77.613533,77.897011,78.541436,14748659200,14812184576,334495744,2.682376,,,,1.030458629945151,
mme,tail_masking_attn_score,3,0.6,0,77.792523,77.490269,80.098405,14748659200,14812184576,334495744,2.660554,,,,1.0367081873383355,
mme,tail_masking_attn_score,3,0.7,0,78.418928,77.408207,80.630999,14748659200,14812184576,334495744,2.701194,,,,1.0431456808172095,
pope,baseline,,,0,46.680064,45.518335,51.431355,14707351552,14807990272,334495744,23.160837,2.465632,1.14048,2.163968,1.0,anchor_trace
pope,masking_attn_score,1,0.2,0,46.828036,46.631599,47.200292,14707187712,14782824448,334495744,21.353661,,,,1.0004071589158952,
pope,masking_attn_score,1,0.3,0,46.920435,46.384752,48.961121,14707187712,14782824448,334495744,21.246118,,,,1.0006090910378629,
pope,masking_attn_score,1,0.4,0,46.642289,46.582975,47.032032,14707187712,14782824448,334495744,21.170083,,,,1.0008146495236072,
pope,masking_attn_score,1,0.5,0,47.252859,46.654816,50.264194,14707187712,14782824448,334495744,21.507971,,,,1.0010202924838454,
pope,masking_attn_score,1,0.6,0,47.291811,46.846048,49.854462,14707187712,14782824448,334495744,21.759909,,,,1.00122247222862,
pope,masking_attn_score,1,0.7,0,47.61629,47.130209,49.745652,14707187712,14782824448,334495744,21.943118,,,,1.0014282828354426,
pope,masking_attn_score,2,0.2,0,47.029573,46.594864,47.772362,14707187712,14782824448,334495744,21.780066,,,,1.0004071589158952,
pope,masking_attn_score,2,0.3,0,46.863239,46.651632,48.095862,14707187712,14782824448,334495744,21.581549,,,,1.0006090910378629,
pope,masking_attn_score,2,0.4,0,48.475672,46.879393,56.065535,14707187712,14782824448,334495744,22.882115,,,,1.0008146495236072,
pope,masking_attn_score,2,0.5,0,47.913214,47.454414,50.151565,14707187712,14782824448,334495744,22.281829,2.555168,1.169088,2.144576,1.0010202924838454,anchor_trace
pope,masking_attn_score,2,0.6,0,47.452074,46.659199,49.862852,14707187712,14782824448,334495744,22.095698,,,,1.00122247222862,
pope,masking_attn_score,2,0.7,0,46.723563,46.72904,47.045961,14707187712,14782824448,334495744,21.391506,,,,1.0014282828354426,
pope,masking_attn_score,3,0.2,0,48.262365,47.354225,54.302482,14707187712,14782824448,334495744,22.714285,,,,1.0004071589158952,
pope,masking_attn_score,3,0.3,0,47.229321,47.050898,48.159544,14707187712,14782824448,334495744,21.740957,,,,1.0006090910378629,
pope,masking_attn_score,3,0.4,0,47.887211,47.409248,52.193147,14707187712,14782824448,334495744,22.092781,,,,1.0008146495236072,
pope,masking_attn_score,3,0.5,0,47.655997,46.971537,50.9334,14707187712,14782824448,334495744,22.165542,,,,1.0010202924838454,
pope,masking_attn_score,3,0.6,0,48.087915,47.040592,54.039414,14707187712,14782824448,334495744,22.456627,,,,1.00122247222862,
pope,masking_attn_score,3,0.7,0,47.251787,47.001904,49.433619,14707187712,14782824448,334495744,21.962275,,,,1.0014282828354426,
pope,tail_masking_attn_score,1,0.2,0,81.333064,80.760574,87.74537,14765014016,14839447552,334495744,1.562493,,,,1.0127780067743148,
pope,tail_masking_attn_score,1,0.3,0,80.464621,80.095264,83.325697,14765014016,14839447552,334495744,1.424326,,,,1.0192332664810193,
pope,tail_masking_attn_score,1,0.4,0,85.811248,81.222511,92.32256,14765014016,14839447552,334495744,1.382523,,,,1.025886795192971,
pope,tail_masking_attn_score,1,0.5,0,80.572935,79.403954,87.317463,14765014016,14839447552,334495744,1.631186,,,,1.0326277628347562,
pope,tail_masking_attn_score,1,0.6,0,79.331954,78.588898,81.703138,14765014016,14839447552,334495744,1.33151,,,,1.0393393780001103,
pope,tail_masking_attn_score,1,0.7,0,80.071384,79.786896,82.883909,14765014016,14839447552,334495744,1.395581,,,,1.0462588913121558,
pope,tail_masking_attn_score,2,0.2,0,78.893623,78.580032,81.960164,14765014016,14839447552,334495744,2.277638,,,,1.0123607179964889,
pope,tail_masking_attn_score,2,0.3,0,79.742557,79.685966,82.427472,14765014016,14839447552,334495744,2.280898,,,,1.0186012977649603,
pope,tail_masking_attn_score,2,0.4,0,79.14972,78.694656,81.188063,14765014016,14839447552,334495744,2.265374,,,,1.025030835086701,
pope,tail_masking_attn_score,2,0.5,0,79.620578,78.285854,89.728086,14765014016,14839447552,334495744,2.320309,4.642752,2.646464,2.340224,1.0315420560747663,anchor_trace
pope,tail_masking_attn_score,2,0.6,0,78.848491,78.075264,80.577837,14765014016,14839447552,334495744,2.242736,,,,1.038022115278645,
pope,tail_masking_attn_score,2,0.7,0,81.306475,79.646049,87.570095,14765014016,14839447552,334495744,2.637411,,,,1.0446999667245904,
pope,tail_masking_attn_score,3,0.2,0,77.827056,77.376961,81.057251,14764687360,14839447552,334495744,2.918712,,,,1.0119437729429672,
pope,tail_masking_attn_score,3,0.3,0,78.654485,77.926128,82.535136,14764687360,14839447552,334495744,2.965621,,,,1.0179701122591616,
pope,tail_masking_attn_score,3,0.4,0,77.570098,76.716606,81.047767,14764687360,14839447552,334495744,2.912229,,,,1.0241763021494075,
pope,tail_masking_attn_score,3,0.5,0,78.304794,77.553982,81.123434,14764687360,14839447552,334495744,2.893534,,,,1.030458629945151,
pope,tail_masking_attn_score,3,0.6,0,78.834744,78.326801,82.409759,14764687360,14839447552,334495744,3.453445,,,,1.0367081873383355,
pope,tail_masking_attn_score,3,0.7,0,77.392089,76.786369,80.450436,14764687360,14839447552,334495744,3.000206,,,,1.0431456808172095,
